Ticker,Bloomberg,MySQL,Name,Sector,Industry_Group,Industry,Sub_Industry,Description
DBI,DBI UN,DBI_UN,Designer Brands Inc. Class A,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,"Designer Brands Inc. designs, produces, and retails footwear and accessories. The Company offers shoes, boots, sandals, sneakers, socks, handbags, and accessories. Designer Brands serves customers in the United States."
DBRG,DBRG UN,DBRG_UN,"DigitalBridge Group, Inc.",Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie,"DigitalBridge Group, Inc. operates as a digital infrastructure firm. The Company invests in data centers, cell towers, fiber networks, small cells, and edge infrastructure. DigitalBridge Group serves customers in the United States."
DC,DC UA,DC_UA,Dakota Gold Corp.,Materials,Materials,Metals & Mining,Gold,Dakota Gold Corp. is a gold exploration and development company. The Company focuses on new gold discoveries. Dakota Gold serves customers in the United States and Canada.
DCGO,DCGO UR,DCGO_UR,DocGo Inc.,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"DocGo, Inc. operates as a health care distribution company. The Company offers mobile health services and integrated medical mobility solutions. DocGo serves customers in the United States."
DCO,DCO UN,DCO_UN,Ducommun Inc,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"Ducommun Incorporated, through its subsidiaries, manufactures components and assemblies principally for commercial and military aircraft and space programs. The Company's products include aerostructure and cabin interior components, metal-bond composite assemblies, switches, and other electromechanical products."
DCOM,DCOM UW,DCOM_UW,Dime Community Bancshares Inc,Financials,Banks,Banks,Regional Banks,"Dime Community Bancshares, Inc. provides banking services. The Bank offers commercial and consumer banking and limited trust services, including accepting deposits and originating various loans. Dime Community Bancshares operates in the State of New York."
DCPH,DCPH UW,DCPH_UW,Deciphera Pharmaceuticals,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Deciphera Pharmaceuticals, Inc. operates as a biotechnology company. The Company discovers and develops kinase inhibitor treatments for various type of cancer diseases including gastrointestinal, stromal tumors, advance systemic mastocytosis, gliomas, and other solid tumors. Deciphera Pharmaceuticals serves patients globally."
DDD,DDD UN,DDD_UN,3D Systems Corp,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,"3D Systems Corporation provides comprehensive 3D products and services. The Company develops, manufactures, and markets 3D printers, print materials, software, haptic devices, scanners, and virtual surgical simulators. 3D Systems operates worldwide."
DDS,DDS UN,DDS_UN,Dillards Inc Class A,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail,"Dillard's, Inc. operates retail department stores located primarily in the southwestern, southeastern, and midwestern United States. The Company offers tops, pants, swimsuits, shorts, skirts, jeans, jackets, tees, shirts, blazers, sandals, sneakers, slippers, boots, wallets, hangbags, socks, hats, watches, chain necklaces, personal care, and home furnishing products."
DEA,DEA UN,DEA_UN,"Easterly Government Properties, Inc",Real Estate,Equity Real Estate Investment,Office REITs,Office REITs,"Easterly Government Properties, Inc. intends to qualify as a real estate investment trust, and REIT, focused primarily on the acquisition, development and management of Class A commercial properties that are leased to U.S. Government agencies that serve essential U.S. Government functions."
DEN,DEN UN,DEN_UN,Denbury Inc.,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,"Denbury Inc. operates as an independent oil and natural gas company. The Company acquires, develops, operates, and explores oil and gas properties. Denbury markets its services to customers in the Gulf Coast region of the United States."
DENN,DENN UR,DENN_UR,Dennys Corp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,"Denny's Corporation is a largest franchised full-service restaurant chains. The Company manages franchised and licensed restaurants under the Denny's brand around the world, which offers a wide selection of lunch and dinner items including burgers, sandwiches, and salads entrees, along with an assortment of beverages, appetizers, and desserts."
DFH,DFH UN,DFH_UN,"Dream Finders Homes, Inc.",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,"Dream Finders Homes, Inc. provides construction services. The Company designs, builds, and sells single family homes and apartments. Dream Finders Homes serves customers in the United States."
DFIN,DFIN UN,DFIN_UN,Donnelley Financial Solutions Inc,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,"Donnelley Financial Solutions, Inc. offers financial communications and data services. The Company provides content and data management, multi-channel content distribution, data analytics, collaborative workflow and business reporting tools, translations, and other language services around the world."
DGICA,DGICA UW,DGICA_UW,Donegal Group Inc Class A,Financials,Insurance,Insurance,Property & Casualty Insurance,"Donegal Group Inc. is an insurance holding company offering property and casualty insurance in Pennsylvania, Delaware, Maryland, Ohio, and Virginia. The Company offers full lines of personal and commercial products, including business owners, commercial peril, automobile, homeowners, boat owners, workers' compensation, and other coverages."
DGII,DGII UW,DGII_UW,Digi International Inc,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,"Digi International Inc. provides communication software. The Company offers digital and cellular solutions, embeded systems, servers, connectors, and other related hardware products. Digi International serves railway, energy, transportation, and industrial sectors worldwide."
DHC,DHC UW,DHC_UW,Diversified Healthcare Trust,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs,"Diversified Healthcare Trust operates as a healthcare real estate investment trust. The Trust owns office buildings leased to medical providers, medical related businesses, clinics and biotech laboratory tenants, senior living communities, and wellness centers. Diversified Healthcare Trust serves customers in the United States."
DHIL,DHIL UW,DHIL_UW,Diamond Hill Investment Group Inc,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,"Diamond Hill Investment Group Inc. provides investment management services. The Company serves to corporations, public entities, Taft-Hartley plans, endowments, foundations, and high-net-worth individuals and families."
DHT,DHT UN,DHT_UN,DHT Holdings Inc,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,"DHT Holdings, Inc. is an independent crude oil tanker company. The company provides transportation services to oil companies and trades internationally with a fleet of crude oil tankers in the VLCC, Aframax, and Suezmax segments."
DHX,DHX UN,DHX_UN,Dhi Group Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,"DHI Group, Inc. provides information technology services. The Company offers services to recruiters, consultants, and businesses hirers, as well as trains professionals through internet. DHI Group serves clients in the United States."
DIBS,DIBS UQ,DIBS_UQ,"1stdibs.com, Inc.",Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail,"1stdibs.com, Inc. operates as an e-commerce company. The Company offers vintage, antique, and contemporary furniture, home decor, art, fine jewelry, watches, and fashion products. 1stdibs.com serves customers worldwide."
DICE,DICE UQ,DICE_UQ,"DICE Therapeutics, Inc.",Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"DICE Therapeutics, Inc. operates as a biopharmaceutical company. The Company designs and develops innovative therapies in immunology for patients with chronic diseases. DICE Therapeutics serves customers worldwide."
DIN,DIN UN,DIN_UN,"Dine Brands Global, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,"Dine Brands Global, Inc. develops, operates, and franchises family restaurants. The Company's restaurants features pancakes, omelets, and other breakfast specialties, as well as lunch and dinner items. Dine Brands Global serves customers worldwide."
DIOD,DIOD UW,DIOD_UW,Diodes Inc,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,"Diodes Incorporated manufactures and supplies discrete, logic, and analog semiconductor devices to consumers in the electronics, computing, industrial, communications, and automotive markets. The Company's products include diodes, transistors, MOSFETs, single gate logic, LED drivers, and USB switches."
